transaction_id,user_id,amount,currency,timestamp,merchant_id
TXN111628,USER4865,919.92,KES,2024-04-23 06:46:58,M106
TXN111629,USER2564,65.42,EUR,2024-02-09 06:14:01,M167
TXN111630,USER2218,495.06,USD,2024-04-05 22:24:21,M349
TXN111631,USER1505,26.79,USD,2024-02-02 14:35:20,M162
TXN111632,USER2357,608.17,KES,2024-02-09 06:06:07,M415
TXN111633,USER4839,273.56,KES,2024-01-29 00:29:05,M253
TXN111634,USER3840,85.11,USD,2024-04-06 22:16:59,M110
TXN111635,USER4375,72.66,KES,2024-04-14 05:06:53,M231
TXN111636,USER3880,206.25,USD,2024-01-23 18:16:54,M284
TXN111637,USER2460,180.04,EUR,2024-04-10 03:10:43,M423
TXN111638,USER4394,502.5,KES,2024-04-21 15:45:11,M351
TXN111639,USER4573,290.69,USD,2024-03-02 11:55:36,M293
TXN111640,USER3905,155.46,USD,2024-01-29 01:58:16,M405
TXN111641,USER4985,525.02,EUR,2024-04-17 18:51:26,M350
TXN111642,USER2416,179.66,EUR,2024-04-16 22:31:13,M105
TXN111643,USER3853,379.0,USD,2024-01-16 05:25:40,M478
TXN111644,USER4670,367.7,USD,2024-04-20 22:29:42,M142
TXN111645,USER2172,503.14,USD,2024-02-05 02:56:36,M427
TXN111646,USER1760,14.0,KES,2024-02-21 04:17:20,M303
TXN111647,USER1832,175.33,KES,2024-03-05 01:30:20,M437
TXN111648,USER2428,126.37,EUR,2024-02-08 05:56:28,M199
TXN111649,USER1282,134.88,KES,2024-01-08 11:29:20,M454
TXN111650,USER4433,123.2,USD,2024-03-24 00:19:51,M464
TXN111651,USER1378,363.37,USD,2024-03-30 02:38:18,M322
TXN111652,USER1197,76.67,KES,2024-03-02 11:23:23,M302
TXN111653,USER4062,124.26,USD,2024-02-19 19:21:07,M190
TXN111654,USER4071,44.8,EUR,2024-03-25 03:59:14,M267
TXN111655,USER1555,57.99,USD,2024-04-25 02:12:51,M146
TXN111656,USER1355,216.01,USD,2024-04-17 21:46:21,M228
TXN111657,USER2563,24.87,USD,2024-03-06 03:11:49,M429
TXN111658,USER4500,41.61,USD,2024-04-04 14:29:09,M236
TXN111659,USER2040,150.17,USD,2024-01-26 11:34:30,M428
TXN111660,USER3686,8.95,USD,2024-02-13 03:26:17,M421
TXN111661,USER1378,27.15,USD,2024-04-21 04:40:22,M171
TXN111662,USER1679,398.07,USD,2024-03-05 07:15:28,M422
TXN111663,USER3553,374.35,USD,2024-03-03 09:52:05,M185
TXN111664,USER2779,85.47,USD,2024-01-28 22:02:50,M108
TXN111665,USER1898,85.54,USD,2024-02-27 01:05:29,M381
TXN111666,USER1075,551.39,EUR,2024-01-20 10:24:41,M406
TXN111667,USER1230,5.24,KES,2024-03-25 19:37:43,M223
TXN111668,USER2739,173.64,EUR,2024-04-11 00:33:31,M437
TXN111669,USER1961,181.96,EUR,2024-03-30 13:15:42,M489
TXN111670,USER4319,310.13,USD,2024-01-15 08:26:02,M106
TXN111671,USER3349,606.27,KES,2024-03-06 00:21:28,M271
TXN111672,USER3773,87.96,USD,2024-02-12 09:18:01,M224
TXN111673,USER3262,115.19,EUR,2024-02-07 14:23:06,M182
TXN111674,USER4229,222.52,USD,2024-04-02 05:01:12,M103
TXN111675,USER3116,683.9,USD,2024-02-25 13:06:44,M169
TXN111676,USER1392,442.9,EUR,2024-04-08 03:28:10,M429
TXN111677,USER2108,219.95,EUR,2024-02-16 22:53:52,M337
TXN111678,USER1266,388.6,USD,2024-03-04 00:07:00,M459
TXN111679,USER2092,17.81,USD,2024-02-07 01:40:55,M394
TXN111680,USER1610,94.68,EUR,2024-02-16 04:41:56,M116
TXN111681,USER2370,2.64,USD,2024-03-20 07:11:05,M378
TXN111682,USER2008,39.07,EUR,2024-02-02 19:23:51,M173
TXN111683,USER1961,199.12,EUR,2024-04-25 10:54:34,M329
TXN111684,USER3775,433.54,USD,2024-04-04 10:29:06,M173
TXN111685,USER4998,200.36,USD,2024-01-14 22:41:46,M113
TXN111686,USER1672,218.21,USD,2024-01-27 15:30:08,M370
TXN111687,USER3470,21.92,USD,2024-03-18 20:05:46,M308
TXN111688,USER4677,218.64,KES,2024-01-21 04:38:48,M315
TXN111689,USER4245,121.15,KES,2024-01-01 17:38:44,M419
TXN111690,USER2700,210.79,USD,2024-03-16 02:22:26,M226
TXN111691,USER3162,78.96,USD,2024-01-28 02:02:34,M463
TXN111692,USER3267,174.21,USD,2024-01-21 08:02:06,M301
TXN111693,USER1030,110.35,USD,2024-03-19 10:59:25,M396
TXN111694,USER4594,163.58,KES,2024-02-17 05:50:50,M267
TXN111695,USER2366,31.82,EUR,2024-04-19 00:15:28,M226
TXN111696,USER2400,100.78,USD,2024-01-31 20:15:55,M205
TXN111697,USER2153,93.77,EUR,2024-01-29 12:01:30,M383
TXN111698,USER1616,266.66,USD,2024-03-06 07:14:59,M281
TXN111699,USER1538,245.11,EUR,2024-02-27 02:05:33,M459
TXN111700,USER3786,479.07,USD,2024-01-12 02:08:55,M130
TXN111701,USER4073,199.96,EUR,2024-03-11 06:03:42,M100
TXN111702,USER1870,75.54,EUR,2024-03-26 16:03:50,M437
TXN111703,USER1100,305.78,KES,2024-01-23 16:45:40,M346
TXN111704,USER4604,137.43,USD,2024-01-30 08:04:01,M414
TXN111705,USER4129,43.01,USD,2024-01-08 15:17:20,M459
TXN111706,USER2412,275.2,KES,2024-01-22 20:45:28,M131
TXN111707,USER3739,28.44,USD,2024-02-14 12:09:19,M321
TXN111708,USER1940,39.24,KES,2024-03-18 11:53:44,M379
TXN111709,USER1340,284.39,KES,2024-02-28 18:00:18,M319
TXN111710,USER3908,294.06,USD,2024-01-22 12:49:08,M234
TXN111711,USER2043,312.88,USD,2024-01-14 05:39:15,M131
TXN111712,USER4326,69.44,USD,2024-02-27 07:24:11,M185
TXN111713,USER4388,402.86,KES,2024-04-20 14:59:54,M442
TXN111714,USER1037,256.51,USD,2024-02-06 11:01:11,M161
TXN111715,USER1659,359.11,USD,2024-01-19 02:54:53,M392
TXN111716,USER3033,246.62,USD,2024-04-05 18:30:51,M228
TXN111717,USER2560,173.31,KES,2024-02-03 03:57:09,M338
TXN111718,USER4457,23.17,EUR,2024-01-13 09:16:43,M115
TXN111719,USER2656,248.22,EUR,2024-04-24 15:20:38,M463
TXN111720,USER3975,234.53,USD,2024-01-25 17:17:01,M250
TXN111721,USER2049,74.94,KES,2024-02-10 05:36:23,M145
TXN111722,USER1453,266.22,EUR,2024-01-23 09:19:30,M250
TXN111723,USER2704,159.9,KES,2024-04-20 02:57:38,M318
TXN111724,USER2346,163.93,USD,2024-03-19 18:11:37,M385
TXN111725,USER3784,91.65,EUR,2024-03-26 11:53:17,M462
TXN111726,USER4584,24.84,EUR,2024-01-12 20:14:56,M328
TXN111727,USER1818,48.91,USD,2024-03-18 19:03:48,M207
TXN111728,USER1772,292.92,KES,2024-03-01 05:43:30,M309
TXN111729,USER1012,63.34,USD,2024-02-25 05:17:50,M296
TXN111730,USER3962,0.45,USD,2024-02-28 19:30:33,M474
TXN111731,USER4979,1162.99,USD,2024-03-13 19:57:22,M334
TXN111732,USER4631,47.32,USD,2024-01-10 15:17:29,M362
TXN111733,USER1920,213.06,KES,2024-03-08 23:45:34,M498
TXN111734,USER1824,523.25,USD,2024-02-26 05:51:41,M321
TXN111735,USER3418,183.11,USD,2024-02-12 17:48:05,M266
TXN111736,USER2314,320.92,USD,2024-03-04 20:50:14,M426
TXN111737,USER3379,749.06,EUR,2024-02-12 01:15:01,M115
TXN111738,USER4677,393.74,USD,2024-01-17 02:09:00,M334
TXN111739,USER3308,163.25,KES,2024-01-08 13:43:19,M431
TXN111740,USER3017,90.42,KES,2024-01-15 04:35:56,M347
TXN111741,USER4861,131.74,KES,2024-03-16 21:09:21,M490
TXN111742,USER4942,368.81,USD,2024-03-27 14:16:41,M291
TXN111743,USER2228,383.95,USD,2024-03-18 19:57:48,M393
TXN111744,USER1696,373.97,EUR,2024-01-01 21:14:02,M152
TXN111745,USER3734,181.88,USD,2024-03-02 08:56:10,M208
TXN111746,USER1949,129.62,USD,2024-01-02 11:55:20,M422
TXN111747,USER3434,74.6,KES,2024-01-08 11:20:31,M364
TXN111748,USER4963,0.67,KES,2024-01-09 09:36:11,M212
TXN111749,USER3868,289.2,EUR,2024-01-13 05:35:51,M113
TXN111750,USER3515,64.87,USD,2024-01-05 09:41:32,M412
TXN111751,USER2438,80.0,EUR,2024-01-08 08:39:46,M111
TXN111752,USER1068,370.92,KES,2024-03-24 19:51:36,M462
TXN111753,USER4543,10.73,KES,2024-02-26 20:16:45,M425
TXN111754,USER4175,525.17,USD,2024-04-20 13:02:40,M497
TXN111755,USER2781,0.27,KES,2024-03-05 20:59:52,M159
TXN111756,USER4232,559.93,USD,2024-04-22 05:18:55,M340
TXN111757,USER3247,121.31,EUR,2024-02-04 18:11:31,M402
TXN111758,USER3263,21.54,KES,2024-02-19 21:57:21,M286
TXN111759,USER2969,224.27,KES,2024-03-14 18:23:13,M235
TXN111760,USER1211,452.4,EUR,2024-03-12 20:26:23,M368
TXN111761,USER1507,115.28,KES,2024-01-01 08:12:07,M258
TXN111762,USER3063,235.11,USD,2024-02-28 02:08:45,M484
TXN111763,USER2521,776.13,USD,2024-02-21 03:45:51,M430
TXN111764,USER3931,55.07,EUR,2024-01-25 14:17:30,M330
TXN111765,USER1331,343.46,EUR,2024-03-25 19:43:34,M130
TXN111766,USER3764,69.98,EUR,2024-03-31 19:40:30,M281
TXN111767,USER4948,111.14,USD,2024-03-11 17:50:07,M280
TXN111768,USER1550,66.19,USD,2024-02-17 12:36:27,M397
TXN111769,USER2624,118.12,USD,2024-02-09 23:12:32,M391
TXN111770,USER1941,1.02,EUR,2024-01-17 18:19:05,M326
TXN111771,USER3303,72.32,USD,2024-03-14 17:55:56,M166
TXN111772,USER4039,117.86,USD,2024-03-30 01:32:54,M362
TXN111773,USER4837,200.07,USD,2024-01-15 19:52:12,M155
TXN111774,USER1727,202.87,EUR,2024-02-13 17:35:01,M493
TXN111775,USER1879,175.31,KES,2024-02-18 22:46:19,M368
TXN111776,USER3862,69.35,KES,2024-03-23 16:58:07,M207
TXN111777,USER4243,589.02,KES,2024-01-11 12:59:09,M379
TXN111778,USER1648,99.51,KES,2024-01-30 05:04:28,M217
TXN111779,USER1999,48.9,USD,2024-03-15 20:08:44,M282
TXN111780,USER2521,161.72,USD,2024-04-21 14:08:20,M443
TXN111781,USER3518,276.4,USD,2024-03-28 08:56:01,M471
TXN111782,USER4455,2.46,USD,2024-03-25 06:27:02,M183
TXN111783,USER3737,64.69,KES,2024-01-27 08:03:18,M110
TXN111784,USER2612,348.57,USD,2024-02-07 20:17:07,M373
TXN111785,USER3747,141.46,KES,2024-02-02 23:59:55,M249
TXN111786,USER3554,105.01,KES,2024-03-27 09:01:07,M402
TXN111787,USER4039,534.44,USD,2024-01-04 06:21:44,M312
TXN111788,USER2009,18.76,USD,2024-02-18 08:07:05,M242
TXN111789,USER2550,191.2,KES,2024-03-30 09:51:15,M279
TXN111790,USER1803,83.77,USD,2024-01-17 16:19:17,M375
TXN111791,USER3878,14.69,USD,2024-04-19 03:14:27,M229
TXN111792,USER4396,48.09,USD,2024-04-15 04:46:51,M280
TXN111793,USER1213,197.74,KES,2024-04-22 08:29:23,M461
TXN111794,USER4279,5.74,USD,2024-03-03 22:55:33,M461
TXN111795,USER1168,179.42,USD,2024-01-17 20:31:33,M469
TXN111796,USER4401,628.62,KES,2024-03-29 08:33:14,M362
TXN111797,USER4351,317.04,EUR,2024-04-07 14:42:24,M117
TXN111798,USER1977,84.81,EUR,2024-01-10 02:41:20,M421
TXN111799,USER2328,29.75,USD,2024-02-21 08:37:51,M133
TXN111800,USER1145,125.12,USD,2024-03-11 00:50:48,M497
TXN111801,USER2798,99.83,USD,2024-03-18 02:19:54,M184
TXN111802,USER1515,713.21,USD,2024-02-26 17:17:34,M334
TXN111803,USER4161,918.41,USD,2024-01-06 17:38:23,M341
TXN111804,USER1452,105.72,USD,2024-03-09 09:54:35,M466
TXN111805,USER1059,32.22,USD,2024-01-11 14:53:31,M108
TXN111806,USER4382,482.95,USD,2024-01-09 14:17:15,M440
TXN111807,USER1527,315.53,EUR,2024-01-10 18:52:52,M302
TXN111808,USER4298,143.19,KES,2024-04-19 10:05:24,M186
TXN111809,USER2023,90.94,USD,2024-03-20 17:35:08,M190
TXN111810,USER3521,118.9,KES,2024-03-12 11:22:27,M404
TXN111811,USER2564,464.32,USD,2024-03-25 22:33:29,M360
TXN111812,USER4734,40.83,USD,2024-01-28 23:47:07,M151
TXN111813,USER3804,328.79,KES,2024-02-06 08:37:07,M183
TXN111814,USER3829,3.67,USD,2024-04-14 12:36:44,M158
TXN111815,USER2102,506.58,KES,2024-03-17 03:01:37,M122
TXN111816,USER1432,138.75,USD,2024-04-06 09:57:28,M360
TXN111817,USER4872,51.43,KES,2024-04-19 11:23:50,M123
TXN111818,USER2176,0.57,KES,2024-02-22 02:34:53,M391
TXN111819,USER4860,163.99,EUR,2024-03-08 07:11:48,M128
TXN111820,USER1400,56.07,USD,2024-02-05 12:22:04,M334
TXN111821,USER4350,199.54,USD,2024-04-06 20:32:01,M435
TXN111822,USER3104,66.03,USD,2024-02-22 13:20:40,M102
TXN111823,USER4050,18.43,EUR,2024-03-24 03:51:09,M443
TXN111824,USER3233,140.66,USD,2024-03-06 12:06:27,M493
TXN111825,USER3445,166.25,USD,2024-03-02 10:44:41,M209
TXN111826,USER1604,120.51,USD,2024-01-19 04:51:06,M481
TXN111827,USER3835,122.51,USD,2024-03-24 17:17:32,M294
TXN111828,USER3205,178.15,EUR,2024-01-07 01:37:13,M489
TXN111829,USER2810,149.46,KES,2024-03-31 03:08:52,M455
TXN111830,USER4764,28.44,USD,2024-04-16 16:56:56,M195
TXN111831,USER4430,43.9,EUR,2024-04-02 13:02:35,M469
TXN111832,USER2463,30.58,USD,2024-01-23 04:02:18,M111
TXN111833,USER3636,236.37,EUR,2024-02-05 09:44:24,M265
TXN111834,USER3513,150.41,KES,2024-01-25 07:58:56,M298
TXN111835,USER4734,112.37,USD,2024-01-27 19:07:44,M335
TXN111836,USER3493,320.23,USD,2024-04-04 05:18:11,M241
TXN111837,USER2773,78.84,EUR,2024-01-08 07:28:51,M402
TXN111838,USER3848,167.92,USD,2024-02-24 07:48:36,M274
TXN111839,USER4814,15.46,EUR,2024-03-09 21:34:02,M294
TXN111840,USER4559,272.83,EUR,2024-04-19 20:52:26,M158
TXN111841,USER2553,237.61,KES,2024-03-16 11:55:55,M117
TXN111842,USER2096,324.28,USD,2024-03-22 13:33:52,M170
TXN111843,USER1928,431.66,USD,2024-03-04 01:43:59,M359
TXN111844,USER2951,283.79,KES,2024-02-12 20:30:08,M405
TXN111845,USER4772,372.21,KES,2024-02-10 21:36:25,M437
TXN111846,USER2973,84.82,USD,2024-03-22 09:45:26,M425
TXN111847,USER3064,84.12,EUR,2024-02-12 17:40:22,M181
TXN111848,USER2554,577.56,EUR,2024-03-18 14:28:39,M316
TXN111849,USER3778,492.02,USD,2024-03-04 07:10:07,M498
TXN111850,USER1325,159.03,KES,2024-03-05 06:34:15,M110
TXN111851,USER1994,91.32,KES,2024-02-07 17:00:03,M111
TXN111852,USER4703,401.99,USD,2024-01-24 04:04:36,M387
TXN111853,USER1612,78.14,USD,2024-01-04 20:17:44,M337
TXN111854,USER3593,33.36,KES,2024-01-31 19:12:01,M264
TXN111855,USER1595,204.05,USD,2024-03-06 13:04:44,M305
TXN111856,USER1920,8.71,KES,2024-04-06 03:09:49,M407
TXN111857,USER4779,95.32,KES,2024-04-02 18:23:35,M320
TXN111858,USER1841,329.7,USD,2024-03-29 15:17:21,M446
TXN111859,USER2225,69.97,USD,2024-01-21 04:15:02,M202
TXN111860,USER1343,535.65,KES,2024-03-19 20:18:09,M289
TXN111861,USER2876,623.92,USD,2024-01-27 16:21:32,M365
TXN111862,USER4594,338.36,USD,2024-02-08 05:05:22,M286
TXN111863,USER1858,878.71,USD,2024-03-26 19:06:30,M145
TXN111864,USER2423,151.33,USD,2024-02-04 17:27:16,M499
TXN111865,USER4289,168.42,USD,2024-03-13 13:11:50,M421
TXN111866,USER1444,361.78,USD,2024-03-19 06:51:41,M111
TXN111867,USER2788,135.77,USD,2024-04-21 18:33:05,M165
TXN111868,USER1221,104.42,USD,2024-01-19 12:35:31,M488
TXN111869,USER4454,190.77,KES,2024-01-21 16:25:57,M265
TXN111870,USER4952,214.39,USD,2024-02-23 04:00:13,M391
TXN111871,USER1591,277.98,KES,2024-03-01 20:58:20,M481
TXN111872,USER2030,220.65,EUR,2024-02-14 14:12:01,M417
TXN111873,USER2295,273.87,USD,2024-03-14 16:08:58,M448
TXN111874,USER4810,224.52,KES,2024-03-09 21:22:12,M248
TXN111875,USER2017,130.96,USD,2024-03-17 11:30:27,M170
TXN111876,USER3063,28.99,USD,2024-04-14 10:10:07,M378
TXN111877,USER2447,307.84,KES,2024-01-18 01:00:47,M371
TXN111878,USER3045,6.25,EUR,2024-04-04 09:41:12,M186
TXN111879,USER1523,978.57,KES,2024-03-10 19:57:40,M433
TXN111880,USER3850,352.59,USD,2024-04-12 03:17:00,M251
TXN111881,USER4824,222.29,USD,2024-01-02 21:09:36,M268
TXN111882,USER3068,679.88,USD,2024-04-06 03:08:49,M273
TXN111883,USER4761,189.59,KES,2024-01-25 12:00:22,M186
TXN111884,USER3275,11.62,USD,2024-04-19 23:18:45,M141
TXN111885,USER4055,163.92,USD,2024-02-06 22:06:50,M132
TXN111886,USER2808,64.93,KES,2024-03-24 03:22:45,M305
TXN111887,USER2311,92.24,USD,2024-04-03 21:00:47,M234
TXN111888,USER3856,123.08,KES,2024-04-16 23:55:13,M468
TXN111889,USER4205,297.98,KES,2024-01-24 06:38:33,M107
TXN111890,USER2306,139.8,EUR,2024-03-12 19:06:23,M292
TXN111891,USER3451,128.75,USD,2024-01-05 01:28:49,M328
TXN111892,USER4736,71.9,USD,2024-01-07 20:04:35,M113
TXN111893,USER2089,155.25,EUR,2024-02-17 23:41:10,M466
TXN111894,USER2672,57.11,USD,2024-03-21 07:11:09,M383
TXN111895,USER4675,60.49,USD,2024-03-16 17:41:45,M470
TXN111896,USER1436,283.15,USD,2024-02-24 04:50:18,M140
TXN111897,USER1828,83.88,EUR,2024-03-10 19:51:20,M101
TXN111898,USER3981,10.55,USD,2024-03-12 17:27:06,M294
TXN111899,USER1258,84.22,USD,2024-04-07 03:13:38,M419
TXN111900,USER3003,203.54,KES,2024-04-12 17:26:18,M215
TXN111901,USER2989,336.39,USD,2024-02-14 04:57:33,M496
TXN111902,USER1102,653.7,KES,2024-01-08 13:55:53,M363
TXN111903,USER1992,274.26,KES,2024-01-28 19:27:48,M462
TXN111904,USER4638,112.02,KES,2024-01-12 02:35:58,M322
TXN111905,USER1768,71.08,EUR,2024-04-01 16:29:46,M156
TXN111906,USER2124,27.77,KES,2024-01-07 21:43:06,M468
TXN111907,USER2221,197.6,USD,2024-02-24 02:35:47,M149
TXN111908,USER3860,142.62,USD,2024-03-03 16:44:01,M280
TXN111909,USER3273,226.46,KES,2024-04-06 00:25:18,M110
TXN111910,USER3990,54.13,KES,2024-03-22 03:31:48,M432
TXN111911,USER3510,78.21,EUR,2024-03-10 06:54:16,M403
TXN111912,USER1236,69.09,USD,2024-03-08 04:53:18,M173
TXN111913,USER4097,319.55,USD,2024-02-24 12:55:04,M395
TXN111914,USER2144,37.56,KES,2024-04-14 01:05:12,M283
TXN111915,USER4981,187.54,USD,2024-01-21 13:20:55,M381
TXN111916,USER3553,10.54,USD,2024-04-21 12:30:35,M187
TXN111917,USER4253,159.49,EUR,2024-03-10 20:32:04,M306
TXN111918,USER4782,13.21,USD,2024-01-28 12:18:14,M278
TXN111919,USER3861,38.69,USD,2024-03-25 16:40:45,M345
TXN111920,USER1766,23.99,KES,2024-02-13 06:09:50,M196
TXN111921,USER3681,85.15,USD,2024-01-12 15:55:24,M137
TXN111922,USER4614,84.24,USD,2024-01-10 10:36:46,M374
TXN111923,USER4386,350.22,USD,2024-03-06 07:41:52,M118
TXN111924,USER1990,51.16,KES,2024-03-15 10:46:33,M384
TXN111925,USER4868,18.07,KES,2024-02-08 02:25:47,M176
TXN111926,USER3665,185.02,USD,2024-03-21 04:38:38,M246
TXN111927,USER2759,232.6,USD,2024-02-01 04:03:38,M136
TXN111928,USER3320,69.86,USD,2024-02-09 22:36:35,M223
TXN111929,USER4981,184.67,KES,2024-01-27 10:35:01,M140
TXN111930,USER3279,299.27,EUR,2024-03-14 09:41:21,M357
TXN111931,USER4491,85.41,USD,2024-02-26 16:07:56,M136
TXN111932,USER3815,149.04,KES,2024-01-18 08:51:14,M350
TXN111933,USER4513,31.71,USD,2024-04-22 16:24:04,M172
TXN111934,USER1495,4.79,USD,2024-04-13 17:22:53,M113
TXN111935,USER2047,796.57,USD,2024-03-31 14:08:48,M308
TXN111936,USER4180,71.26,KES,2024-01-12 03:08:18,M229
TXN111937,USER2726,65.4,KES,2024-02-20 13:05:32,M353
TXN111938,USER3549,724.21,USD,2024-03-01 02:01:44,M465
TXN111939,USER4930,260.56,EUR,2024-04-19 07:56:05,M278
TXN111940,USER3072,176.04,USD,2024-02-11 19:37:49,M415
TXN111941,USER4258,240.34,USD,2024-03-18 12:02:04,M375
TXN111942,USER3335,247.52,USD,2024-03-05 01:52:59,M168
TXN111943,USER4699,288.22,EUR,2024-04-03 17:35:40,M455
TXN111944,USER1337,13.91,EUR,2024-01-13 20:32:31,M297
TXN111945,USER4949,106.49,USD,2024-04-05 13:28:26,M372
TXN111946,USER2937,69.95,USD,2024-03-16 09:56:02,M216
TXN111947,USER4108,14.64,KES,2024-01-13 17:59:00,M311
TXN111948,USER2817,106.41,KES,2024-03-27 04:46:18,M417
TXN111949,USER1136,191.51,KES,2024-02-08 13:21:08,M237
TXN111950,USER3555,39.32,USD,2024-01-10 05:40:39,M398
TXN111951,USER3274,72.78,USD,2024-02-20 22:03:56,M285
TXN111952,USER1319,203.87,USD,2024-01-21 08:32:02,M292
TXN111953,USER2863,173.18,EUR,2024-02-01 11:39:26,M228
TXN111954,USER1915,406.18,USD,2024-04-25 12:18:01,M234
TXN111955,USER2205,313.31,EUR,2024-01-18 12:04:39,M321
TXN111956,USER2897,674.0,USD,2024-02-14 01:51:41,M443
TXN111957,USER3133,181.86,KES,2024-03-17 15:56:32,M459
TXN111958,USER4538,239.78,USD,2024-04-22 19:57:12,M246
TXN111959,USER1925,393.95,EUR,2024-02-13 07:38:58,M260
TXN111960,USER3100,366.51,EUR,2024-01-25 14:44:45,M113
TXN111961,USER3907,253.68,USD,2024-02-17 00:08:45,M404
TXN111962,USER3914,138.73,USD,2024-01-19 12:26:46,M272
TXN111963,USER2258,63.82,USD,2024-04-24 04:15:40,M314
TXN111964,USER2982,419.47,EUR,2024-02-24 23:26:15,M412
TXN111965,USER4850,299.81,USD,2024-03-17 11:50:14,M124
TXN111966,USER4870,363.92,USD,2024-02-11 09:06:18,M136
TXN111967,USER1432,30.35,EUR,2024-01-31 01:08:08,M363
TXN111968,USER4567,75.61,KES,2024-01-11 18:56:41,M128
TXN111969,USER1998,110.64,EUR,2024-03-31 09:37:32,M407
TXN111970,USER3147,364.47,KES,2024-03-06 05:03:25,M221
TXN111971,USER1989,446.77,USD,2024-01-25 01:57:10,M305
TXN111972,USER1598,67.06,EUR,2024-03-18 09:11:10,M265
TXN111973,USER3450,231.95,KES,2024-01-29 08:52:52,M350
TXN111974,USER1395,16.2,KES,2024-01-25 13:01:09,M289
TXN111975,USER4598,105.38,USD,2024-04-10 23:05:11,M376
TXN111976,USER1414,133.37,EUR,2024-02-27 05:31:32,M386
TXN111977,USER1938,290.17,EUR,2024-03-02 13:47:04,M360
TXN111978,USER2636,445.07,USD,2024-03-30 01:19:04,M237
TXN111979,USER3724,82.28,USD,2024-02-25 11:21:28,M208
TXN111980,USER3510,150.04,KES,2024-01-28 16:03:48,M389
TXN111981,USER1540,208.51,USD,2024-03-25 15:46:49,M466
TXN111982,USER2649,79.7,USD,2024-04-08 06:58:03,M238
TXN111983,USER4690,847.25,KES,2024-03-14 10:11:37,M497
TXN111984,USER2945,417.13,USD,2024-04-02 19:36:12,M448
TXN111985,USER4435,70.31,EUR,2024-01-04 07:57:01,M476
TXN111986,USER4201,141.83,EUR,2024-02-26 10:17:40,M491
TXN111987,USER1083,52.49,EUR,2024-02-18 05:05:22,M213
TXN111988,USER1270,144.52,USD,2024-01-07 17:28:32,M208
TXN111989,USER3291,229.98,USD,2024-01-25 05:03:24,M419
TXN111990,USER1387,17.88,KES,2024-02-19 23:49:48,M174
TXN111991,USER1213,408.22,KES,2024-03-19 20:31:51,M495
TXN111992,USER3865,180.16,USD,2024-02-14 18:25:44,M464
TXN111993,USER4237,913.25,USD,2024-03-24 16:10:00,M316
TXN111994,USER4862,5.18,KES,2024-03-19 00:55:52,M489
TXN111995,USER1058,356.16,USD,2024-04-21 06:56:40,M432
TXN111996,USER2625,314.01,USD,2024-01-17 09:06:31,M317
TXN111997,USER3930,28.51,USD,2024-04-22 17:18:33,M143
TXN111998,USER1842,81.69,KES,2024-01-10 09:01:16,M143
TXN111999,USER3971,432.21,KES,2024-04-04 04:26:58,M128
TXN112000,USER2527,146.15,USD,2024-02-06 04:14:03,M343
TXN112001,USER2729,102.59,KES,2024-02-18 20:24:54,M190
TXN112002,USER1122,471.82,USD,2024-02-01 21:49:13,M245
TXN112003,USER4719,19.6,EUR,2024-04-04 06:37:30,M285
TXN112004,USER2436,128.16,USD,2024-02-25 00:03:51,M211
TXN112005,USER2162,211.33,USD,2024-03-18 20:14:30,M255
TXN112006,USER4300,187.58,KES,2024-04-20 03:20:08,M438
TXN112007,USER4345,61.38,USD,2024-02-12 12:26:55,M255
TXN112008,USER3486,165.71,USD,2024-02-25 19:15:35,M103
TXN112009,USER4069,246.59,USD,2024-01-08 18:50:22,M250
TXN112010,USER1561,175.84,KES,2024-03-10 09:05:14,M350
TXN112011,USER4981,230.7,EUR,2024-02-06 15:15:12,M456
TXN112012,USER3165,59.16,KES,2024-03-11 16:42:38,M316
TXN112013,USER2737,357.77,KES,2024-02-05 00:46:20,M264
TXN112014,USER1904,119.45,KES,2024-01-13 15:11:16,M159
TXN112015,USER4554,872.03,EUR,2024-02-05 12:01:02,M231
TXN112016,USER1394,4.71,USD,2024-04-04 23:32:28,M463
TXN112017,USER2726,95.71,USD,2024-01-22 02:58:09,M413
TXN112018,USER3923,39.81,USD,2024-01-21 09:53:39,M141
TXN112019,USER4531,162.21,USD,2024-04-05 06:41:25,M363
TXN112020,USER4906,55.73,USD,2024-01-30 21:13:53,M173
TXN112021,USER2716,267.48,USD,2024-02-08 10:36:33,M312
TXN112022,USER1934,427.19,EUR,2024-03-03 12:56:58,M314
TXN112023,USER2101,47.37,KES,2024-02-19 01:07:21,M275
TXN112024,USER3999,35.03,USD,2024-04-05 01:02:38,M400
TXN112025,USER2435,416.46,USD,2024-03-07 20:23:23,M207
TXN112026,USER1074,89.66,KES,2024-03-23 18:00:54,M226
TXN112027,USER1294,114.04,KES,2024-03-23 00:02:50,M156
TXN112028,USER4864,49.94,KES,2024-01-09 21:47:56,M142
TXN112029,USER1020,110.79,USD,2024-04-22 18:28:56,M452
TXN112030,USER4977,52.61,KES,2024-01-09 05:00:56,M189
TXN112031,USER4242,219.28,EUR,2024-04-19 19:45:55,M110
TXN112032,USER2038,138.18,USD,2024-04-24 07:37:25,M437
TXN112033,USER2234,310.29,KES,2024-01-31 04:42:39,M294
TXN112034,USER1559,75.01,USD,2024-03-15 12:07:19,M446
TXN112035,USER2109,140.88,USD,2024-01-07 03:49:59,M102
