transaction_id,device_id,ip_address,device_type,country
TXN113626,D1643,192.168.100.133,mobile,KE
TXN113627,D1945,192.168.202.4,mobile,IN
TXN113628,D1986,192.168.56.23,desktop,IN
TXN113629,D2946,192.168.34.142,tablet,US
TXN113630,D2045,192.168.2.139,tablet,IN
TXN113631,D2636,192.168.24.201,mobile,IN
TXN113632,D2218,192.168.224.142,tablet,KE
TXN113633,D2381,192.168.107.129,tablet,GB
TXN113634,D2181,192.168.98.138,mobile,US
TXN113635,D1708,192.168.174.23,mobile,KE
TXN113636,D1292,192.168.145.196,tablet,IN
TXN113637,D2289,192.168.161.107,mobile,KE
TXN113638,D1680,192.168.247.78,tablet,IN
TXN113639,D2962,192.168.209.83,tablet,KE
TXN113640,D2168,192.168.251.250,mobile,GB
TXN113641,D1858,192.168.138.162,desktop,GB
TXN113642,D1637,192.168.185.1,desktop,NG
TXN113643,D1084,192.168.159.40,desktop,GB
TXN113644,D2403,192.168.61.59,tablet,US
TXN113645,D1531,192.168.97.42,tablet,GB
TXN113646,D1737,192.168.59.27,tablet,US
TXN113647,D1819,192.168.188.172,tablet,GB
TXN113648,D2163,192.168.59.147,mobile,GB
TXN113649,D1674,192.168.239.21,mobile,US
TXN113650,D1350,192.168.151.16,desktop,IN
TXN113651,D2945,192.168.178.124,tablet,IN
TXN113652,D2931,192.168.225.197,mobile,KE
TXN113653,D1654,192.168.240.40,mobile,KE
TXN113654,D2962,192.168.122.149,tablet,KE
TXN113655,D2607,192.168.81.12,mobile,US
TXN113656,D2118,192.168.15.74,mobile,KE
TXN113657,D2667,192.168.211.248,tablet,NG
TXN113658,D1173,192.168.235.36,tablet,KE
TXN113659,D2946,192.168.36.119,tablet,GB
TXN113660,D2212,192.168.107.131,mobile,GB
TXN113661,D1248,192.168.0.143,tablet,NG
TXN113662,D2160,192.168.193.83,tablet,KE
TXN113663,D2166,192.168.10.212,desktop,IN
TXN113664,D1624,192.168.218.28,mobile,NG
TXN113665,D2237,192.168.8.84,desktop,NG
TXN113666,D1541,192.168.182.116,desktop,GB
TXN113667,D2594,192.168.117.72,desktop,US
TXN113668,D1028,192.168.239.227,desktop,US
TXN113669,D2572,192.168.171.124,tablet,US
TXN113670,D1015,192.168.14.57,desktop,US
TXN113671,D2074,192.168.154.104,tablet,KE
TXN113672,D2257,192.168.128.196,mobile,US
TXN113673,D2159,192.168.212.114,mobile,US
TXN113674,D1730,192.168.141.24,tablet,GB
TXN113675,D2844,192.168.159.211,tablet,NG
TXN113676,D1360,192.168.60.142,mobile,KE
TXN113677,D2683,192.168.6.117,mobile,NG
TXN113678,D1434,192.168.168.35,desktop,KE
TXN113679,D2205,192.168.144.157,tablet,KE
TXN113680,D2779,192.168.123.4,tablet,KE
TXN113681,D1668,192.168.101.205,mobile,NG
TXN113682,D1279,192.168.67.207,mobile,IN
TXN113683,D1410,192.168.128.161,mobile,GB
TXN113684,D1057,192.168.249.225,desktop,GB
TXN113685,D2737,192.168.190.213,mobile,IN
TXN113686,D1193,192.168.36.116,mobile,US
TXN113687,D2818,192.168.72.249,mobile,GB
TXN113688,D2394,192.168.103.194,tablet,NG
TXN113689,D1548,192.168.215.215,tablet,IN
TXN113690,D1345,192.168.174.250,mobile,US
TXN113691,D2771,192.168.249.30,mobile,NG
TXN113692,D1197,192.168.20.134,desktop,US
TXN113693,D1233,192.168.68.237,desktop,US
TXN113694,D2467,192.168.71.234,tablet,US
TXN113695,D2548,192.168.106.14,tablet,KE
TXN113696,D1900,192.168.252.47,desktop,IN
TXN113697,D2535,192.168.124.139,desktop,NG
TXN113698,D1677,192.168.30.211,desktop,US
TXN113699,D2771,192.168.66.142,mobile,GB
TXN113700,D1272,192.168.84.57,mobile,NG
TXN113701,D1819,192.168.31.16,mobile,US
TXN113702,D2545,192.168.136.52,desktop,KE
TXN113703,D2227,192.168.220.42,tablet,GB
TXN113704,D2389,192.168.153.178,mobile,US
TXN113705,D2848,192.168.229.105,desktop,GB
TXN113706,D2262,192.168.117.34,tablet,US
TXN113707,D1162,192.168.142.60,mobile,GB
TXN113708,D1400,192.168.159.28,desktop,IN
TXN113709,D1989,192.168.103.42,tablet,US
TXN113710,D1196,192.168.237.109,tablet,US
TXN113711,D2391,192.168.82.147,desktop,US
TXN113712,D1832,192.168.158.64,mobile,NG
TXN113713,D1884,192.168.79.63,mobile,US
TXN113714,D1460,192.168.83.171,mobile,US
TXN113715,D1128,192.168.73.86,desktop,IN
TXN113716,D1729,192.168.93.119,tablet,KE
TXN113717,D1122,192.168.249.237,desktop,US
TXN113718,D2712,192.168.233.143,desktop,US
TXN113719,D1727,192.168.41.52,tablet,IN
TXN113720,D2411,192.168.118.141,tablet,US
TXN113721,D1894,192.168.24.47,tablet,US
TXN113722,D2133,192.168.81.100,tablet,KE
TXN113723,D1375,192.168.123.128,desktop,US
TXN113724,D1152,192.168.4.147,desktop,IN
TXN113725,D2955,192.168.139.158,tablet,NG
TXN113726,D2646,192.168.15.44,mobile,US
TXN113727,D1284,192.168.4.229,tablet,IN
TXN113728,D2182,192.168.167.164,mobile,US
TXN113729,D1238,192.168.156.140,desktop,KE
TXN113730,D1396,192.168.117.45,tablet,KE
TXN113731,D1363,192.168.185.63,mobile,NG
TXN113732,D1294,192.168.146.109,mobile,KE
TXN113733,D2266,192.168.17.126,mobile,KE
TXN113734,D2113,192.168.146.111,tablet,US
TXN113735,D1735,192.168.93.130,mobile,KE
TXN113736,D2679,192.168.117.5,desktop,NG
TXN113737,D2751,192.168.50.153,tablet,NG
TXN113738,D2373,192.168.188.157,mobile,GB
TXN113739,D1111,192.168.143.64,mobile,IN
TXN113740,D2514,192.168.153.228,mobile,NG
TXN113741,D1370,192.168.206.189,tablet,GB
TXN113742,D1550,192.168.16.183,tablet,US
TXN113743,D2049,192.168.162.133,mobile,NG
TXN113744,D1569,192.168.214.151,mobile,US
TXN113745,D2533,192.168.57.208,tablet,US
TXN113746,D2517,192.168.183.215,desktop,GB
TXN113747,D1688,192.168.178.248,tablet,KE
TXN113748,D1790,192.168.59.76,desktop,IN
TXN113749,D1114,192.168.87.116,tablet,IN
TXN113750,D1636,192.168.171.159,mobile,GB
TXN113751,D2093,192.168.205.142,tablet,US
TXN113752,D1963,192.168.176.218,mobile,KE
TXN113753,D2458,192.168.220.188,tablet,KE
TXN113754,D1352,192.168.84.105,desktop,IN
TXN113755,D1973,192.168.43.111,mobile,NG
TXN113756,D1017,192.168.49.8,desktop,GB
TXN113757,D2013,192.168.240.239,desktop,US
TXN113758,D1664,192.168.146.32,mobile,GB
TXN113759,D2937,192.168.77.172,mobile,IN
TXN113760,D1265,192.168.196.44,mobile,NG
TXN113761,D2139,192.168.36.79,desktop,GB
TXN113762,D2690,192.168.37.229,desktop,KE
TXN113763,D2773,192.168.53.117,desktop,NG
TXN113764,D2316,192.168.86.253,mobile,GB
TXN113765,D1045,192.168.6.84,tablet,NG
TXN113766,D2220,192.168.108.50,mobile,KE
TXN113767,D2646,192.168.245.220,tablet,IN
TXN113768,D1871,192.168.87.33,tablet,NG
TXN113769,D2443,192.168.164.211,desktop,IN
TXN113770,D2506,192.168.213.118,desktop,KE
TXN113771,D1505,192.168.13.105,desktop,IN
TXN113772,D1175,192.168.186.134,desktop,IN
TXN113773,D2729,192.168.124.186,desktop,KE
TXN113774,D1952,192.168.173.8,tablet,NG
TXN113775,D1330,192.168.118.239,mobile,US
TXN113776,D1311,192.168.85.219,tablet,KE
TXN113777,D2619,192.168.217.141,desktop,NG
TXN113778,D2888,192.168.91.100,desktop,NG
TXN113779,D2247,192.168.178.45,tablet,GB
TXN113780,D2031,192.168.38.152,desktop,GB
TXN113781,D2296,192.168.160.53,mobile,US
TXN113782,D2611,192.168.158.10,tablet,NG
TXN113783,D1664,192.168.68.125,desktop,US
TXN113784,D2946,192.168.118.150,tablet,NG
TXN113785,D2526,192.168.240.132,tablet,GB
TXN113786,D1685,192.168.159.3,desktop,GB
TXN113787,D2313,192.168.210.221,tablet,IN
TXN113788,D1270,192.168.72.87,desktop,IN
TXN113789,D2067,192.168.253.72,desktop,IN
TXN113790,D1227,192.168.192.190,desktop,IN
TXN113791,D2535,192.168.206.186,desktop,KE
TXN113792,D2493,192.168.11.4,mobile,KE
TXN113793,D2182,192.168.219.78,tablet,KE
TXN113794,D2514,192.168.129.158,mobile,GB
TXN113795,D2922,192.168.233.118,desktop,US
TXN113796,D1904,192.168.26.12,mobile,KE
TXN113797,D2810,192.168.37.83,tablet,KE
TXN113798,D1351,192.168.214.50,tablet,NG
TXN113799,D2733,192.168.198.229,mobile,IN
TXN113800,D2867,192.168.240.52,desktop,KE
TXN113801,D2005,192.168.183.39,mobile,US
TXN113802,D2253,192.168.5.68,mobile,KE
TXN113803,D2426,192.168.243.246,tablet,NG
TXN113804,D1675,192.168.177.236,tablet,GB
TXN113805,D1062,192.168.208.213,tablet,US
TXN113806,D1598,192.168.143.122,tablet,US
TXN113807,D2522,192.168.82.154,mobile,KE
TXN113808,D1565,192.168.226.100,tablet,US
TXN113809,D2445,192.168.77.145,tablet,NG
TXN113810,D1361,192.168.181.177,desktop,GB
TXN113811,D1539,192.168.202.79,mobile,NG
TXN113812,D1656,192.168.164.136,mobile,US
TXN113813,D1629,192.168.169.209,mobile,GB
TXN113814,D2000,192.168.207.99,tablet,IN
TXN113815,D1405,192.168.239.38,tablet,US
TXN113816,D2874,192.168.237.129,mobile,IN
TXN113817,D1806,192.168.16.223,mobile,US
TXN113818,D2399,192.168.110.149,tablet,US
TXN113819,D2418,192.168.71.234,mobile,GB
TXN113820,D2545,192.168.214.120,desktop,IN
TXN113821,D1279,192.168.164.26,tablet,KE
TXN113822,D1341,192.168.247.203,desktop,KE
TXN113823,D1852,192.168.147.112,tablet,GB
TXN113824,D1261,192.168.45.72,desktop,IN
TXN113825,D2559,192.168.235.60,desktop,US
TXN113826,D2720,192.168.220.141,tablet,NG
TXN113827,D1939,192.168.99.34,tablet,KE
TXN113828,D2438,192.168.32.187,tablet,IN
TXN113829,D2993,192.168.239.66,desktop,GB
TXN113830,D2106,192.168.28.121,tablet,NG
TXN113831,D2931,192.168.48.165,mobile,IN
TXN113832,D1664,192.168.208.114,desktop,GB
TXN113833,D1812,192.168.73.100,tablet,NG
TXN113834,D2996,192.168.4.161,mobile,GB
TXN113835,D2939,192.168.128.192,tablet,IN
TXN113836,D2457,192.168.92.131,mobile,GB
TXN113837,D1185,192.168.13.5,desktop,NG
TXN113838,D2621,192.168.24.191,mobile,IN
TXN113839,D2659,192.168.39.101,tablet,IN
TXN113840,D1792,192.168.155.117,mobile,IN
TXN113841,D2610,192.168.90.166,tablet,IN
TXN113842,D1537,192.168.67.80,mobile,GB
TXN113843,D2717,192.168.17.113,tablet,IN
TXN113844,D2267,192.168.45.117,tablet,US
TXN113845,D1248,192.168.225.98,mobile,KE
TXN113846,D2128,192.168.149.5,mobile,IN
TXN113847,D1159,192.168.124.8,mobile,GB
TXN113848,D1663,192.168.222.159,tablet,IN
TXN113849,D1971,192.168.89.133,mobile,IN
TXN113850,D2739,192.168.237.35,desktop,GB
TXN113851,D2355,192.168.171.167,desktop,US
TXN113852,D1786,192.168.41.118,mobile,IN
TXN113853,D1448,192.168.249.93,desktop,IN
TXN113854,D2705,192.168.114.180,desktop,IN
TXN113855,D1900,192.168.103.190,tablet,KE
TXN113856,D1070,192.168.220.164,mobile,IN
TXN113857,D1894,192.168.190.127,tablet,US
TXN113858,D2020,192.168.191.131,tablet,US
TXN113859,D2701,192.168.171.34,desktop,IN
TXN113860,D2305,192.168.162.158,desktop,US
TXN113861,D1180,192.168.122.37,desktop,KE
TXN113862,D2644,192.168.56.225,tablet,KE
TXN113863,D1348,192.168.173.71,mobile,GB
TXN113864,D2835,192.168.249.159,tablet,IN
TXN113865,D1164,192.168.237.254,mobile,US
TXN113866,D1588,192.168.13.77,tablet,US
TXN113867,D1349,192.168.123.4,mobile,NG
TXN113868,D1747,192.168.120.244,mobile,GB
TXN113869,D1995,192.168.128.235,mobile,US
TXN113870,D1701,192.168.106.79,tablet,IN
TXN113871,D1779,192.168.147.149,mobile,IN
TXN113872,D1506,192.168.194.108,tablet,KE
TXN113873,D2870,192.168.19.65,mobile,US
TXN113874,D1005,192.168.228.6,desktop,KE
TXN113875,D2759,192.168.0.249,tablet,US
TXN113876,D2292,192.168.241.103,mobile,US
TXN113877,D2579,192.168.140.114,mobile,KE
TXN113878,D1308,192.168.103.218,tablet,NG
TXN113879,D2101,192.168.141.134,desktop,NG
TXN113880,D2195,192.168.35.89,desktop,NG
TXN113881,D2722,192.168.39.224,mobile,IN
TXN113882,D2863,192.168.6.187,desktop,IN
TXN113883,D1021,192.168.63.169,mobile,US
TXN113884,D1927,192.168.69.137,mobile,NG
TXN113885,D1804,192.168.14.224,tablet,NG
TXN113886,D1250,192.168.114.31,tablet,GB
TXN113887,D2953,192.168.183.113,desktop,KE
TXN113888,D1140,192.168.113.100,mobile,KE
TXN113889,D1514,192.168.147.177,desktop,KE
TXN113890,D1838,192.168.252.50,mobile,IN
TXN113891,D1318,192.168.56.170,mobile,GB
TXN113892,D2790,192.168.195.143,tablet,KE
TXN113893,D2631,192.168.94.53,tablet,US
TXN113894,D2166,192.168.45.246,tablet,NG
TXN113895,D1313,192.168.0.144,tablet,GB
TXN113896,D1658,192.168.100.112,tablet,IN
TXN113897,D2355,192.168.23.198,tablet,US
TXN113898,D1469,192.168.179.73,mobile,IN
TXN113899,D2184,192.168.137.210,mobile,KE
TXN113900,D2903,192.168.252.88,desktop,IN
TXN113901,D2390,192.168.47.150,mobile,GB
TXN113902,D2633,192.168.123.54,tablet,IN
TXN113903,D2121,192.168.138.207,mobile,NG
TXN113904,D1057,192.168.162.91,mobile,NG
TXN113905,D1582,192.168.93.194,mobile,NG
TXN113906,D1986,192.168.2.68,mobile,IN
TXN113907,D1221,192.168.94.239,tablet,KE
TXN113908,D2806,192.168.1.2,mobile,US
TXN113909,D1622,192.168.29.172,desktop,GB
TXN113910,D2344,192.168.244.179,desktop,US
TXN113911,D2810,192.168.89.160,desktop,GB
TXN113912,D2503,192.168.14.174,mobile,IN
TXN113913,D1876,192.168.223.142,desktop,GB
TXN113914,D1057,192.168.138.60,tablet,GB
TXN113915,D2269,192.168.163.197,mobile,US
TXN113916,D2762,192.168.190.144,mobile,US
TXN113917,D2775,192.168.229.144,desktop,KE
TXN113918,D2975,192.168.246.140,mobile,US
TXN113919,D2644,192.168.111.24,tablet,GB
TXN113920,D1572,192.168.159.235,desktop,IN
TXN113921,D1729,192.168.75.36,mobile,KE
TXN113922,D1568,192.168.217.52,tablet,NG
TXN113923,D1308,192.168.40.207,tablet,GB
TXN113924,D2811,192.168.172.119,tablet,US
TXN113925,D2227,192.168.242.98,desktop,NG
TXN113926,D1243,192.168.57.117,mobile,IN
TXN113927,D2477,192.168.138.37,desktop,KE
TXN113928,D1019,192.168.85.194,mobile,US
TXN113929,D1361,192.168.147.196,mobile,US
TXN113930,D1158,192.168.246.78,mobile,NG
TXN113931,D2836,192.168.242.2,mobile,KE
TXN113932,D1710,192.168.184.223,desktop,NG
TXN113933,D2808,192.168.133.127,mobile,GB
TXN113934,D1409,192.168.140.126,desktop,GB
TXN113935,D2638,192.168.237.65,mobile,KE
TXN113936,D1702,192.168.3.195,tablet,IN
TXN113937,D1985,192.168.152.240,desktop,GB
TXN113938,D1312,192.168.179.64,tablet,NG
TXN113939,D2177,192.168.195.148,mobile,NG
TXN113940,D2511,192.168.60.121,desktop,GB
TXN113941,D1082,192.168.149.170,mobile,IN
TXN113942,D2161,192.168.134.102,mobile,NG
TXN113943,D1116,192.168.7.70,tablet,KE
TXN113944,D1007,192.168.62.98,tablet,KE
TXN113945,D1417,192.168.208.81,desktop,GB
TXN113946,D1204,192.168.129.212,desktop,US
TXN113947,D2820,192.168.208.13,tablet,GB
TXN113948,D1336,192.168.30.235,tablet,US
TXN113949,D1667,192.168.237.13,tablet,KE
TXN113950,D2384,192.168.243.142,mobile,KE
TXN113951,D1738,192.168.141.178,tablet,NG
TXN113952,D1395,192.168.198.7,desktop,KE
TXN113953,D1563,192.168.45.20,desktop,US
TXN113954,D2326,192.168.221.220,mobile,GB
TXN113955,D1925,192.168.118.122,desktop,US
TXN113956,D2409,192.168.69.9,mobile,GB
TXN113957,D1552,192.168.107.0,mobile,IN
TXN113958,D1300,192.168.84.148,desktop,IN
TXN113959,D1142,192.168.57.239,tablet,KE
TXN113960,D2562,192.168.40.154,tablet,IN
TXN113961,D2487,192.168.146.40,mobile,IN
TXN113962,D2658,192.168.195.162,tablet,GB
TXN113963,D2356,192.168.134.145,desktop,IN
TXN113964,D1331,192.168.233.12,mobile,NG
TXN113965,D2757,192.168.156.128,desktop,GB
TXN113966,D2317,192.168.156.236,mobile,KE
TXN113967,D2819,192.168.190.60,tablet,GB
TXN113968,D2560,192.168.230.15,tablet,IN
TXN113969,D1456,192.168.201.123,mobile,KE
TXN113970,D2997,192.168.27.106,mobile,US
TXN113971,D2370,192.168.205.64,tablet,KE
TXN113972,D2914,192.168.206.145,desktop,US
TXN113973,D1479,192.168.43.204,mobile,NG
TXN113974,D1335,192.168.252.39,tablet,GB
TXN113975,D1101,192.168.19.10,tablet,GB
TXN113976,D2286,192.168.177.44,mobile,NG
TXN113977,D1287,192.168.135.241,tablet,GB
TXN113978,D2262,192.168.164.243,desktop,KE
TXN113979,D2851,192.168.184.47,desktop,KE
TXN113980,D1898,192.168.29.76,tablet,KE
TXN113981,D2005,192.168.115.88,mobile,NG
TXN113982,D2342,192.168.143.9,tablet,US
TXN113983,D2687,192.168.248.8,tablet,GB
TXN113984,D2972,192.168.231.127,desktop,NG
TXN113985,D2200,192.168.66.155,tablet,KE
TXN113986,D1013,192.168.78.227,tablet,GB
TXN113987,D1994,192.168.50.29,mobile,KE
TXN113988,D1915,192.168.244.118,tablet,NG
TXN113989,D1688,192.168.40.243,tablet,IN
TXN113990,D2804,192.168.46.185,tablet,GB
TXN113991,D2559,192.168.171.37,desktop,GB
TXN113992,D2458,192.168.2.213,tablet,GB
TXN113993,D2227,192.168.161.236,tablet,IN
TXN113994,D2041,192.168.79.42,desktop,IN
TXN113995,D2752,192.168.249.10,desktop,IN
TXN113996,D1053,192.168.217.131,tablet,GB
TXN113997,D2514,192.168.2.132,mobile,KE
TXN113998,D1480,192.168.212.218,tablet,GB
TXN113999,D1588,192.168.111.41,tablet,US
TXN114000,D2667,192.168.82.48,tablet,GB
TXN114001,D1649,192.168.229.114,tablet,KE
TXN114002,D2022,192.168.181.11,mobile,GB
TXN114003,D2065,192.168.139.199,tablet,US
TXN114004,D2484,192.168.207.82,tablet,IN
TXN114005,D1523,192.168.26.167,desktop,IN
TXN114006,D2966,192.168.92.131,desktop,NG
TXN114007,D1928,192.168.119.68,desktop,NG
TXN114008,D1063,192.168.15.64,tablet,NG
TXN114009,D2752,192.168.68.22,mobile,GB
TXN114010,D2662,192.168.218.132,mobile,KE
TXN114011,D1158,192.168.111.138,tablet,GB
TXN114012,D1033,192.168.69.241,tablet,NG
TXN114013,D1367,192.168.71.92,tablet,IN
TXN114014,D2152,192.168.26.47,desktop,KE
TXN114015,D1284,192.168.12.156,desktop,IN
TXN114016,D2760,192.168.192.201,desktop,GB
TXN114017,D2756,192.168.163.193,tablet,KE
TXN114018,D1058,192.168.235.195,mobile,GB
TXN114019,D2985,192.168.165.223,desktop,IN
TXN114020,D1437,192.168.141.224,tablet,KE
TXN114021,D2381,192.168.213.209,mobile,US
TXN114022,D1540,192.168.244.203,tablet,KE
TXN114023,D1716,192.168.75.133,mobile,KE
TXN114024,D2532,192.168.4.253,desktop,KE
TXN114025,D2397,192.168.10.248,desktop,NG
TXN114026,D2181,192.168.85.181,tablet,NG
TXN114027,D1446,192.168.116.80,tablet,IN
TXN114028,D2399,192.168.203.1,mobile,GB
TXN114029,D2889,192.168.122.101,mobile,IN
TXN114030,D2032,192.168.94.77,mobile,GB
TXN114031,D2306,192.168.32.161,desktop,US
TXN114032,D1838,192.168.100.190,desktop,NG
TXN114033,D2098,192.168.192.12,tablet,GB
TXN114034,D2968,192.168.128.154,tablet,NG
TXN114035,D1161,192.168.147.186,desktop,GB
TXN114036,D2928,192.168.166.143,tablet,GB
TXN114037,D1178,192.168.47.232,tablet,NG
TXN114038,D1545,192.168.68.41,desktop,NG
TXN114039,D2986,192.168.135.254,mobile,KE
TXN114040,D1775,192.168.252.250,tablet,GB
TXN114041,D2787,192.168.179.134,tablet,KE
TXN114042,D2405,192.168.216.2,tablet,GB
TXN114043,D1105,192.168.254.6,tablet,GB
TXN114044,D1907,192.168.132.225,mobile,GB
TXN114045,D2310,192.168.207.53,tablet,IN
TXN114046,D1412,192.168.160.134,desktop,NG
TXN114047,D2074,192.168.97.210,mobile,IN
TXN114048,D1194,192.168.118.233,desktop,GB
TXN114049,D2637,192.168.157.58,tablet,US
TXN114050,D1440,192.168.60.7,mobile,GB
TXN114051,D1350,192.168.229.197,mobile,KE
TXN114052,D1205,192.168.183.146,mobile,GB
TXN114053,D2621,192.168.18.245,mobile,US
TXN114054,D1859,192.168.189.99,desktop,US
TXN114055,D2398,192.168.22.178,desktop,KE
TXN114056,D1801,192.168.197.230,tablet,IN
TXN114057,D2546,192.168.135.53,tablet,KE
TXN114058,D2490,192.168.152.170,mobile,NG
TXN114059,D1976,192.168.205.170,tablet,GB
TXN114060,D1979,192.168.140.76,tablet,KE
TXN114061,D1292,192.168.77.114,tablet,US
TXN114062,D1619,192.168.83.158,tablet,NG
TXN114063,D1221,192.168.21.146,desktop,US
TXN114064,D2315,192.168.129.97,desktop,US
TXN114065,D1821,192.168.74.166,tablet,NG
TXN114066,D2238,192.168.211.219,desktop,US
TXN114067,D1504,192.168.211.248,tablet,GB
TXN114068,D2906,192.168.116.37,desktop,US
TXN114069,D1307,192.168.125.92,tablet,IN
TXN114070,D2691,192.168.181.202,mobile,GB
TXN114071,D2165,192.168.120.197,tablet,US
TXN114072,D1036,192.168.8.122,desktop,GB
TXN114073,D1349,192.168.29.76,desktop,GB
TXN114074,D2698,192.168.40.217,desktop,KE
TXN114075,D1222,192.168.219.110,mobile,IN
TXN114076,D2601,192.168.174.160,tablet,IN
TXN114077,D2301,192.168.169.226,desktop,NG
TXN114078,D1514,192.168.31.106,mobile,GB
TXN114079,D1234,192.168.3.181,desktop,NG
TXN114080,D2086,192.168.74.175,desktop,IN
TXN114081,D1349,192.168.105.103,desktop,IN
TXN114082,D1431,192.168.143.44,desktop,NG
TXN114083,D2706,192.168.136.211,tablet,GB
TXN114084,D1258,192.168.30.177,desktop,NG
TXN114085,D2546,192.168.153.231,desktop,GB
TXN114086,D2958,192.168.191.137,tablet,US
TXN114087,D1720,192.168.38.123,mobile,NG
TXN114088,D1176,192.168.203.227,mobile,IN
TXN114089,D2724,192.168.39.193,desktop,GB
TXN114090,D1571,192.168.84.139,desktop,GB
TXN114091,D1871,192.168.197.229,desktop,KE
TXN114092,D2749,192.168.115.199,desktop,KE
TXN114093,D1598,192.168.38.134,mobile,US
TXN114094,D1114,192.168.211.59,desktop,KE
TXN114095,D2237,192.168.108.11,tablet,US
TXN114096,D2257,192.168.92.228,tablet,GB
TXN114097,D1106,192.168.65.228,mobile,GB
TXN114098,D2838,192.168.194.94,desktop,IN
TXN114099,D1619,192.168.5.131,mobile,IN
TXN114100,D1619,192.168.190.159,tablet,US
TXN114101,D1639,192.168.177.146,mobile,GB
TXN114102,D1298,192.168.78.10,tablet,US
TXN114103,D2241,192.168.93.152,desktop,US
TXN114104,D2079,192.168.40.116,tablet,NG
TXN114105,D2860,192.168.110.140,mobile,IN
TXN114106,D1370,192.168.68.240,tablet,US
TXN114107,D2343,192.168.192.211,mobile,NG
TXN114108,D1922,192.168.176.47,mobile,NG
TXN114109,D2483,192.168.118.236,desktop,KE
TXN114110,D2008,192.168.26.75,mobile,GB
TXN114111,D1373,192.168.51.74,desktop,KE
TXN114112,D2916,192.168.253.227,tablet,GB
TXN114113,D1559,192.168.11.149,mobile,NG
TXN114114,D1827,192.168.71.186,tablet,NG
TXN114115,D1419,192.168.23.22,desktop,KE
TXN114116,D2429,192.168.224.27,mobile,KE
TXN114117,D1629,192.168.177.142,desktop,US
TXN114118,D2583,192.168.152.77,desktop,US
TXN114119,D2013,192.168.1.145,desktop,NG
TXN114120,D1094,192.168.23.8,mobile,US
TXN114121,D1882,192.168.23.19,mobile,NG
TXN114122,D2264,192.168.76.34,tablet,GB
TXN114123,D1580,192.168.232.44,mobile,KE
TXN114124,D1083,192.168.92.151,mobile,GB
TXN114125,D1481,192.168.124.63,desktop,KE
TXN114126,D1436,192.168.189.47,mobile,IN
TXN114127,D2805,192.168.74.22,mobile,KE
TXN114128,D1610,192.168.65.46,tablet,US
TXN114129,D1437,192.168.25.158,desktop,US
TXN114130,D2728,192.168.132.26,desktop,US
TXN114131,D2953,192.168.197.151,mobile,GB
TXN114132,D1560,192.168.248.189,desktop,US
TXN114133,D2935,192.168.29.37,desktop,GB
TXN114134,D1299,192.168.12.1,mobile,GB
TXN114135,D2239,192.168.3.99,desktop,NG
TXN114136,D2975,192.168.82.242,mobile,GB
TXN114137,D1354,192.168.129.184,tablet,GB
TXN114138,D2679,192.168.238.168,desktop,GB
TXN114139,D1566,192.168.201.237,mobile,NG
TXN114140,D2159,192.168.166.206,tablet,IN
TXN114141,D2683,192.168.149.242,mobile,KE
TXN114142,D1529,192.168.37.113,mobile,IN
TXN114143,D1060,192.168.140.145,mobile,US
TXN114144,D1690,192.168.101.240,mobile,US
TXN114145,D1595,192.168.201.253,mobile,NG
TXN114146,D2149,192.168.108.26,mobile,IN
TXN114147,D2572,192.168.81.76,mobile,US
TXN114148,D2316,192.168.237.28,desktop,NG
TXN114149,D1722,192.168.166.244,tablet,NG
TXN114150,D1438,192.168.187.177,mobile,IN
TXN114151,D1554,192.168.148.107,tablet,NG
TXN114152,D1382,192.168.181.236,mobile,KE
TXN114153,D2064,192.168.216.103,desktop,US
TXN114154,D2057,192.168.43.3,tablet,GB
TXN114155,D2166,192.168.57.43,mobile,IN
TXN114156,D2149,192.168.214.148,desktop,GB
TXN114157,D2312,192.168.61.137,desktop,NG
TXN114158,D1765,192.168.186.99,tablet,NG
TXN114159,D1067,192.168.22.23,desktop,IN
TXN114160,D1634,192.168.96.172,tablet,US
TXN114161,D2292,192.168.177.3,desktop,IN
TXN114162,D2053,192.168.166.162,mobile,GB
TXN114163,D2025,192.168.26.94,tablet,GB
TXN114164,D1836,192.168.184.51,mobile,KE
TXN114165,D1086,192.168.223.223,tablet,NG
TXN114166,D1430,192.168.185.122,mobile,NG
TXN114167,D2466,192.168.113.39,desktop,NG
TXN114168,D2661,192.168.162.101,mobile,IN
TXN114169,D1944,192.168.188.214,mobile,KE
TXN114170,D2947,192.168.161.48,mobile,KE
TXN114171,D1046,192.168.71.134,desktop,US
TXN114172,D2926,192.168.163.175,mobile,KE
TXN114173,D2458,192.168.152.77,desktop,GB
TXN114174,D1381,192.168.8.228,tablet,US
TXN114175,D1456,192.168.168.113,mobile,GB
TXN114176,D1911,192.168.38.28,desktop,US
TXN114177,D1473,192.168.211.139,tablet,US
TXN114178,D1653,192.168.251.53,tablet,GB
TXN114179,D2181,192.168.118.19,mobile,GB
TXN114180,D2456,192.168.194.184,mobile,GB
TXN114181,D2954,192.168.154.197,mobile,US
TXN114182,D2020,192.168.74.243,mobile,GB
TXN114183,D2991,192.168.254.167,mobile,IN
TXN114184,D1911,192.168.138.200,tablet,US
TXN114185,D2332,192.168.90.1,tablet,GB
TXN114186,D1555,192.168.44.87,desktop,IN
TXN114187,D2182,192.168.147.54,desktop,NG
TXN114188,D2180,192.168.60.108,mobile,US
